time_in_shelter_days,age_upon_outcome_(years),age_upon_outcome_(days)
1.9,1,365
1.16,1,365
0.88,1,365
34.95,1,365
0.61,2,730
0.61,1,365
0.61,0.246575342,90
0.61,0.246575342,90
0.61,0.246575342,90
10.97,0.164383562,60
17.78,2,730
28.29,0.164383562,60
0.14,0.057534247,21
0.14,0.057534247,21
2.26,4,1460
4.26,0.821917808,300
16.11,10,3650
27.88,7,2555
2.29,7,2555
4.97,5,1825
7.02,2,730
8.17,3,1095
8.16,1,365
27.11,1,365
2.01,0.821917808,300
0.89,7,2555
4.06,3,1095
2.01,4,1460
1.79,2,730
212.09,10,3650
11.05,11,4015
0.78,14,5110
6.95,2,730
0.08,0.164383562,60
46.93,0.246575342,90
369.99,1,365
1.93,0.082191781,30
1.93,0.082191781,30
35.75,1,365
1.65,2,730
184.67,0.904109589,330
0.6,0.082191781,30
14.78,3,1095
0.85,1,365
0.91,1,365
5.1,0.328767123,120
33.06,5,1825
36.26,0.164383562,60
37.23,0.164383562,60
36.92,0.164383562,60
37.23,0.164383562,60
37.23,0.164383562,60
36.28,0.164383562,60
2.17,3,1095
1.26,0.657534247,240
11.89,0.082191781,30
11.89,0.082191781,30
24.29,0.164383562,60
24.29,0.164383562,60
5.15,0.164383562,60
19.09,7,2555
5.99,1,365
13.16,0.246575342,90
2.19,0.164383562,60
2.19,0.164383562,60
4.1,2,730
5.11,0.493150685,180
1.88,18,6570
4.11,0.328767123,120
4.9,0.164383562,60
0.02,2,730
8.87,2,730
4.07,0.164383562,60
4.07,0.164383562,60
7.25,1,365
4.09,1,365
16.17,0.739726027,270
10.04,4,1460
0.06,0.057534247,21
0.06,0.057534247,21
0.06,0.057534247,21
0.79,12,4380
7.09,0.328767123,120
4.03,0.328767123,120
5.97,1,365
0.36,0.493150685,180
74.23,14,5110
18.17,0.246575342,90
4.1,0.246575342,90
1.09,10,3650
0.03,3,1095
8.07,1,365
26.11,3,1095
1.98,3,1095
1.07,5,1825
2.91,2,730
44.23,3,1095
0.11,2,730
62.15,7,2555
5.25,0.164383562,60
4,0.164383562,60
0.16,0.164383562,60
5.25,0.164383562,60
9.96,2,730
22.03,4,1460
0.76,3,1095
6.99,1,365
3.98,1,365
22,0.575342466,210
22,0.575342466,210
22,0.575342466,210
4.01,4,1460
4.15,5,1825
8.9,0.164383562,60
0.05,4,1460
23.03,0.164383562,60
48.05,1,365
7.83,2,730
11.89,3,1095
4.1,4,1460
20.91,2,730
3.87,4,1460
2.89,10,3650
1,3,1095
1,4,1460
0.99,2,730
3.8,0.164383562,60
4.06,0.410958904,150
0.78,3,1095
0.64,0.410958904,150
0.64,0.246575342,90
3.96,1,365
3.96,2,730
3.96,6,2190
4.03,2,730
3.96,6,2190
0.85,3,1095
1.99,2,730
4.97,9,3285
0.74,2,730
0.45,3,1095
10.27,0.493150685,180
0.06,0.493150685,180
4.28,0.493150685,180
16.03,7,2555
4.28,0.739726027,270
4.14,4,1460
74.13,5,1825
4.02,7,2555
0.88,1,365
24.05,2,730
0.87,1,365
0.87,0.328767123,120
0.87,0.328767123,120
0.87,0.328767123,120
0.87,0.328767123,120
0.85,5,1825
121.18,9,3285
4.07,9,3285
11.96,9,3285
8.31,0.082191781,30
0.78,0.657534247,240
0.78,0.657534247,240
4.86,0.328767123,120
1.97,0.493150685,180
38.05,0.164383562,60
1.05,0.657534247,240
8.06,0.657534247,240
14.95,3,1095
3.96,0.328767123,120
25.76,0.410958904,150
6.73,5,1825
403.89,6,2190
3.03,1,365
48.6,0.246575342,90
32.83,2,730
0.72,1,365
57.59,0.739726027,270
14.85,1,365
8.99,1,365
10,2,730
2.3,2,730
5.3,2,730
32.14,1,365
366,8,2920
98.86,7,2555
4.19,0.493150685,180
0.86,1,365
99.21,0.246575342,90
99.21,0.246575342,90
17.82,3,1095
6.03,3,1095
32.13,1,365
12.03,0.575342466,210
0.11,0.657534247,240
4.14,0.410958904,150
5.99,0.410958904,150
0.71,1,365
36.16,0.164383562,60
9.95,2,730
4.08,2,730
0.67,1,365
17.02,5,1825
11,3,1095
4.08,0.164383562,60
4.09,0.328767123,120
31.87,4,1460
1.88,0.082191781,30
1.9,0.082191781,30
1.9,0.082191781,30
1.9,0.082191781,30
8.71,2,730
8.71,0.057534247,21
8.71,0.057534247,21
8.71,0.057534247,21
8.71,0.057534247,21
15.86,3,1095
0.1,0.057534247,21
0.1,0.057534247,21
0.1,0.057534247,21
0.1,0.057534247,21
15.86,0.076712329,28
0.7,0.493150685,180
0.7,0.493150685,180
0.7,0.493150685,180
8.88,0.328767123,120
8.88,0.328767123,120
1.99,0.164383562,60
1.79,0.164383562,60
0.75,1,365
11.44,5,1825
8.63,0.493150685,180
8.39,0.164383562,60
44.09,3,1095
10.98,2,730
129.06,1,365
0.9,5,1825
84.3,3,1095
5.11,1,365
3.28,0.076712329,28
3.28,0.076712329,28
8.11,0.246575342,90
14.06,0.164383562,60
9.05,0.164383562,60
14.06,0.164383562,60
4.28,0.164383562,60
33.19,4,1460
0.08,0.038356164,14
328.92,3,1095
19.22,0.164383562,60
0.19,12,4380
4.19,3,1095
4.17,2,730
3.14,0.904109589,330
31.04,1,365
4.14,0.164383562,60
2.11,6,2190
3.95,2,730
3.79,1,365
3.07,1,365
6.68,2,730
3.07,2,730
9.03,6,2190
13.89,1,365
0.02,0.082191781,30
7.79,0.410958904,150
14.01,2,730
9.85,2,730
21.95,2,730
47.76,1,365
25.59,2,730
1.16,2,730
6.25,2,730
8.92,2,730
18.97,2,730
13.2,0.164383562,60
0.14,7,2555
22.09,6,2190
6.29,1,365
7.99,1,365
1.11,6,2190
5.19,3,1095
7.09,1,365
5.74,0.739726027,270
0.85,0.657534247,240
14.11,0.164383562,60
5.22,0.328767123,120
5.15,0.328767123,120
5.17,0.246575342,90
34.23,3,1095
8.2,0.246575342,90
30.23,1,365
0.76,1,365
7,0.657534247,240
0.8,2,730
28.17,1,365
0.09,15,5475
0.13,0.057534247,21
78.17,0.904109589,330
0.13,0.057534247,21
0.13,0.057534247,21
0.13,0.057534247,21
6.07,0.410958904,150
1.21,1,365
18.02,1,365
0.01,1,365
18.16,2,730
6.99,0.076712329,28
6.99,0.076712329,28
6.99,0.076712329,28
5.73,0.082191781,30
6.99,0.076712329,28
24.99,0.164383562,60
11.18,0.164383562,60
11.18,0.164383562,60
0.75,0.246575342,90
21.18,0.164383562,60
0.84,8,2920
22.13,0.164383562,60
12.02,0.164383562,60
9.73,0.164383562,60
22.13,0.082191781,30
12.02,0.164383562,60
22.95,7,2555
0.07,1,365
6.09,0.657534247,240
22.88,1,365
6.05,6,2190
10.04,0.657534247,240
15.98,0.657534247,240
3.63,2,730
16.17,4,1460
30.97,4,1460
11.88,2,730
5,1,365
13.79,3,1095
60.68,3,1095
3.33,0.164383562,60
9.26,6,2190
13.03,0.821917808,300
7.14,0.328767123,120
26.33,2,730
7.28,0.328767123,120
22.05,0.493150685,180
55.35,0.904109589,330
0.01,4,1460
2.3,3,1095
2.93,10,3650
7.28,0.493150685,180
10.07,2,730
37.16,0.164383562,60
8.06,0.410958904,150
1.87,0.164383562,60
10.2,0.164383562,60
2,0.410958904,150
0.04,1,365
0.98,1,365
10.2,0.164383562,60
10.2,0.164383562,60
7.28,3,1095
35.08,0.164383562,60
0.14,1,365
0.02,1,365
4.23,1,365
0.85,0.246575342,90
6.34,0.246575342,90
0.85,0.246575342,90
0.85,0.246575342,90
0.85,0.246575342,90
17.06,1,365
12.93,2,730
3.1,2,730
3.09,2,730
12.25,2,730
4.22,5,1825
16.17,5,1825
5.07,5,1825
40.82,0.164383562,60
16.95,2,730
78.16,2,730
28.18,2,730
79.95,0.657534247,240
27.99,1,365
0.11,0.057534247,21
7.18,1,365
0.11,0.057534247,21
4.13,8,2920
4.18,0.246575342,90
138.04,1,365
0.77,2,730
0.03,0.410958904,150
53.03,2,730
347.03,3,1095
38.93,2,730
26.11,2,730
20.85,6,2190
22.08,5,1825
41.97,5,1825
3.02,7,2555
1.03,2,730
0.74,1,365
0.74,1,365
2.11,0.493150685,180
2.14,0.493150685,180
2.93,0.493150685,180
12.81,0.328767123,120
127.02,3,1095
3.82,2,730
8.07,3,1095
0.94,1,365
4.13,0.246575342,90
3.89,0.164383562,60
4.79,0.164383562,60
4.13,0.246575342,90
0.08,0.057534247,21
0.08,0.057534247,21
0.05,14,5110
6.02,0.246575342,90
4.12,0.246575342,90
22.05,1,365
21.88,4,1460
0.02,1,365
0.68,14,5110
0.41,0.076712329,28
2.88,3,1095
14.81,3,1095
1.63,2,730
4.24,3,1095
6.27,0.246575342,90
0.06,3,1095
12.17,3,1095
27.24,0.246575342,90
50.74,12,4380
4.99,0.164383562,60
0.13,0.410958904,150
1.1,5,1825
12.03,3,1095
15.96,0.246575342,90
0.81,0.246575342,90
4.98,4,1460
4.98,4,1460
34.92,2,730
34.2,4,1460
4.08,5,1825
4.08,5,1825
28.74,0.575342466,210
9.93,3,1095
0.09,3,1095
0.9,3,1095
1.98,2,730
0,2,730
24.91,5,1825
4.3,14,5110
1.26,0.410958904,150
0.02,2,730
19.19,4,1460
26.08,4,1460
20.22,2,730
26.08,2,730
1.12,4,1460
5.15,0.410958904,150
5.15,0.410958904,150
0.02,3,1095
5.25,2,730
10.03,0.575342466,210
4.07,15,5475
33.06,11,4015
5.11,2,730
5.18,0.575342466,210
0.19,1,365
4.18,1,365
0.09,1,365
10.12,3,1095
13,2,730
4.22,12,4380
1.14,12,4380
0.2,16,5840
1.12,5,1825
0.04,0.410958904,150
20.94,0.821917808,300
9.16,2,730
10.79,2,730
18.94,3,1095
4.14,0.493150685,180
1,0.493150685,180
12.12,0.410958904,150
6.77,1,365
3.8,7,2555
0.06,2,730
15.03,0.328767123,120
15.05,2,730
0.65,8,2920
3.85,1,365
0.01,2,730
0,3,1095
0.33,1,365
4.34,5,1825
0.32,8,2920
12.2,2,730
14.3,1,365
0.01,0.410958904,150
4.25,3,1095
3.25,7,2555
6.29,7,2555
0.06,0.076712329,28
41.96,0.164383562,60
41.96,0.164383562,60
2.84,0.076712329,28
2.84,0.076712329,28
2.84,0.076712329,28
10.17,1,365
1.17,0.082191781,30
1.17,0.082191781,30
1.17,0.082191781,30
1.15,7,2555
4.22,0.164383562,60
4.98,0.821917808,300
30.87,2,730
3.18,4,1460
7.13,7,2555
3.95,0.410958904,150
3.95,0.410958904,150
46.96,10,3650
33.86,10,3650
0.07,3,1095
0.67,1,365
14.89,4,1460
3.93,4,1460
0.07,3,1095
6.17,5,1825
16.02,4,1460
3.92,4,1460
48.88,3,1095
3.99,3,1095
0.92,1,365
7.7,8,2920
42.54,0.164383562,60
2.61,0.076712329,28
2.61,0.076712329,28
0.54,15,5475
22.27,0.493150685,180
9.28,0.821917808,300
4.07,0.821917808,300
4.25,8,2920
17,0.164383562,60
1.19,1,365
7.98,0.164383562,60
7.98,0.164383562,60
9.99,3,1095
7.98,0.164383562,60
7.98,0.164383562,60
1.11,5,1825
26.96,3,1095
246.74,1,365
1.38,0.904109589,330
23.99,1,365
6.86,2,730
5.87,2,730
9.95,4,1460
2.13,0.328767123,120
87.87,0.328767123,120
2.03,4,1460
7.89,0.164383562,60
8.01,0.164383562,60
4.12,6,2190
22.06,1,365
3.86,0.328767123,120
2.05,3,1095
0.81,0.164383562,60
0.76,11,4015
24.06,0.164383562,60
5.99,0.164383562,60
2.96,1,365
13.73,1,365
1.18,7,2555
48.05,2,730
4.32,0.164383562,60
4.28,0.164383562,60
4.33,5,1825
12.13,7,2555
4.98,0.410958904,150
0.09,0.493150685,180
41.1,2,730
7.19,0.164383562,60
4.2,2,730
475.99,10,3650
17.05,1,365
4.22,1,365
5.96,2,730
2.15,1,365
0.88,2,730
5.04,0.739726027,270
14.95,0.739726027,270
5.01,0.739726027,270
2.16,1,365
4.15,1,365
50,3,1095
9.18,3,1095
7.2,2,730
17.09,1,365
17.8,5,1825
11.96,0.493150685,180
44.85,1,365
12.14,0.575342466,210
35.89,0.164383562,60
43.08,0.164383562,60
35.68,0.164383562,60
79.1,0.246575342,90
80.12,0.246575342,90
79.11,0.246575342,90
0.88,3,1095
11,3,1095
7.23,3,1095
2.05,2,730
0.99,0.164383562,60
0.8,15,5475
26.99,2,730
10.86,2,730
1.82,12,4380
54.91,6,2190
4.8,1,365
0.02,0.082191781,30
0.02,0.082191781,30
12.02,1,365
12.02,0.821917808,300
12.02,0.821917808,300
12.02,0.821917808,300
20.79,2,730
3.74,6,2190
0.01,0.246575342,90
12.05,4,1460
52.27,13,4745
0.02,4,1460
4.05,1,365
4.28,0.164383562,60
4.27,0.164383562,60
1.1,0.328767123,120
4.25,0.082191781,30
20.21,3,1095
11.24,1,365
4.18,1,365
0.06,1,365
78.06,1,365
5.96,2,730
4.14,0.164383562,60
15.97,1,365
39.03,1,365
8.88,1,365
20.11,0.657534247,240
0.98,1,365
0.98,1,365
0.04,2,730
0.98,1,365
0.98,0.493150685,180
0.18,2,730
4.08,0.164383562,60
84.13,3,1095
304.28,2,730
0.9,2,730
4.13,2,730
3.96,2,730
4.09,2,730
17.02,2,730
15.05,1,365
11.09,0.821917808,300
11.08,0.328767123,120
10.07,2,730
4.96,0.246575342,90
1.77,1,365
0.02,0.076712329,28
14,1,365
6.79,2,730
0.52,3,1095
0.16,2,730
58.2,13,4745
6,0.328767123,120
27.29,2,730
260.05,2,730
155.28,2,730
10.29,0.493150685,180
25.17,2,730
1.17,1,365
0.81,12,4380
0.17,12,4380
4.24,1,365
13.1,1,365
1.08,2,730
10.21,1,365
7.06,3,1095
34.22,0.246575342,90
34.22,0.246575342,90
5.95,0.164383562,60
37.02,0.246575342,90
13.91,0.575342466,210
4.09,8,2920
4.91,0.164383562,60
4.91,0.164383562,60
4.92,0.164383562,60
0.02,0.246575342,90
36.1,0.739726027,270
6.15,0.410958904,150
8.01,0.410958904,150
4.18,1,365
4.04,0.164383562,60
32.87,0.246575342,90
10.08,1,365
26.99,0.164383562,60
17.76,0.657534247,240
10.01,2,730
4.02,0.328767123,120
3.67,0.246575342,90
5.69,0.164383562,60
0,0.493150685,180
6.18,0.493150685,180
0.29,10,3650
37.13,0.164383562,60
0.86,6,2190
5.25,6,2190
5.06,6,2190
0.22,6,2190
3.22,6,2190
4.17,8,2920
19.08,0.246575342,90
22.88,4,1460
22.17,4,1460
5.09,12,4380
50.88,12,4380
0.75,2,730
8.23,1,365
0.02,1,365
3.94,2,730
16.21,1,365
7.13,0.493150685,180
1.03,0.082191781,30
1.03,0.082191781,30
4.71,0.164383562,60
14.93,3,1095
4,4,1460
7.09,1,365
11.98,0.493150685,180
5.99,0.082191781,30
8.99,2,730
3.88,1,365
2.25,2,730
1.99,2,730
76,2,730
3.88,1,365
4.23,8,2920
0.83,5,1825
1.07,3,1095
14.08,6,2190
0.02,0.082191781,30
26.26,0.164383562,60
35.2,2,730
24.25,0.164383562,60
23.31,0.164383562,60
20.05,0.082191781,30
0.28,5,1825
12.11,0.246575342,90
1.2,0.821917808,300
7.07,0.164383562,60
6.05,2,730
4.11,2,730
16.95,0.328767123,120
17.16,1,365
0.19,0.057534247,21
7.99,3,1095
8.17,1,365
8.17,1,365
8.17,1,365
17.11,2,730
8.33,2,730
0.03,3,1095
4.1,0.164383562,60
8.1,0.328767123,120
19.03,12,4380
24.04,1,365
8.05,2,730
8.05,2,730
0.06,0.076712329,28
1.71,0.076712329,28
10.74,0.082191781,30
5.03,0.575342466,210
5.03,0.575342466,210
10.74,0.082191781,30
3.93,1,365
41.71,4,1460
2.56,4,1460
2.89,2,730
10.83,1,365
16.9,3,1095
0.41,0.493150685,180
0.37,0.493150685,180
9.01,5,1825
0.19,4,1460
0.21,4,1460
16.27,2,730
5.14,3,1095
0.15,0.082191781,30
0.15,0.082191781,30
0.15,0.082191781,30
0.15,0.082191781,30
7.27,1,365
11,1,365
12.19,5,1825
5.11,0.739726027,270
0.31,0.575342466,210
6.06,0.493150685,180
5.19,1,365
27.11,1,365
6.13,1,365
7.17,1,365
1.16,10,3650
16.09,8,2920
5.73,0.164383562,60
0.05,0.038356164,14
0.05,0.038356164,14
0.05,0.038356164,14
0.05,0.038356164,14
2.02,1,365
0.95,1,365
17.04,0.164383562,60
4.96,0.164383562,60
4.01,0.164383562,60
2.81,0.657534247,240
0.04,1,365
23.07,0.246575342,90
3.99,1,365
0.03,1,365
1.05,0.493150685,180
28.62,2,730
11.86,2,730
5.08,2,730
5.07,2,730
0.04,10,3650
37.86,4,1460
3.78,2,730
5.78,0.493150685,180
7.03,1,365
7.03,1,365
7.03,1,365
13.85,0.493150685,180
11.76,0.328767123,120
7.03,0.657534247,240
7.03,0.328767123,120
0.02,2,730
2.3,2,730
2.3,0.008219178,3
10.02,1,365
6.27,0.657534247,240
17.28,0.164383562,60
6.08,5,1825
0.04,3,1095
1.03,1,365
6.28,3,1095
6.29,2,730
7.05,2,730
31.23,2,730
40.01,0.164383562,60
31.29,0.164383562,60
23.01,0.082191781,30
23.01,0.082191781,30
32.31,0.164383562,60
31.27,0.164383562,60
30.95,0.164383562,60
30.24,0.082191781,30
0.14,2,730
6.07,0.164383562,60
157.07,10,3650
5.27,0.164383562,60
10.06,1,365
4.1,0.164383562,60
16.85,8,2920
10.08,6,2190
4.93,0.164383562,60
15.29,2,730
2.22,2,730
35.04,2,730
0.08,3,1095
0.07,2,730
0.77,2,730
7.85,2,730
3.64,5,1825
11.92,1,365
8.91,0.164383562,60
0.85,5,1825
1.99,6,2190
0.16,5,1825
0.7,3,1095
6.16,8,2920
1.79,7,2555
57.07,0.410958904,150
8.35,2,730
1.02,13,4745
55.37,1,365
0.04,2,730
6.04,2,730
15.12,13,4745
0.88,2,730
0.03,1,365
4.22,10,3650
5.01,0.164383562,60
0.03,0.575342466,210
4.2,5,1825
4.2,8,2920
0.05,0.657534247,240
5.23,1,365
3.93,1,365
8.15,1,365
0.17,2,730
24.85,0.739726027,270
0.12,0.575342466,210
0.86,0.164383562,60
0.83,0.904109589,330
107.08,1,365
12.84,2,730
14.07,2,730
0.09,1,365
6.04,0.328767123,120
14.88,2,730
12.17,1,365
10.04,0.328767123,120
5.06,2,730
5.06,0.246575342,90
0.08,2,730
3.81,0.904109589,330
0.02,0.082191781,30
7.81,12,4380
15.89,2,730
9.71,3,1095
8.91,0.164383562,60
10.59,1,365
10.58,2,730
0.1,0.164383562,60
0.48,1,365
4.32,1,365
0.26,9,3285
0.26,9,3285
431.16,3,1095
19.15,9,3285
0.04,2,730
22.1,8,2920
4.15,20,7300
14.21,2,730
44.15,2,730
4.21,2,730
4.25,0.164383562,60
4.22,0.246575342,90
13.18,0.821917808,300
11.22,0.657534247,240
9.23,0.575342466,210
9.04,2,730
1.21,0.164383562,60
1.21,0.164383562,60
4.98,0.904109589,330
1.19,0.082191781,30
0.25,4,1460
4.18,2,730
9.2,0.164383562,60
4.15,1,365
2.2,3,1095
4.01,6,2190
0.13,5,1825
4.98,1,365
4,7,2555
4,7,2555
4,7,2555
5.1,0.164383562,60
4.9,1,365
132.89,1,365
15.05,1,365
1.15,1,365
7.05,1,365
9.02,1,365
3.97,3,1095
11.06,1,365
4.02,2,730
0.83,2,730
13.06,1,365
2.04,0.821917808,300
12.01,2,730
3.92,1,365
3.92,1,365
74.62,2,730
15.73,1,365
4.87,1,365
4.77,1,365
7.02,1,365
1.05,0.038356164,14
4.07,0.038356164,14
4.22,2,730
12.24,1,365
6.22,1,365
4.21,12,4380
6.26,2,730
4.27,0.164383562,60
4.28,0.164383562,60
4.21,0.164383562,60
3.12,3,1095
4.89,2,730
14.24,5,1825
0.16,7,2555
18.1,0.410958904,150
0.84,0.493150685,180
3.13,2,730
0.84,2,730
13.97,1,365
3.12,6,2190
0.18,2,730
0.05,7,2555
0.24,7,2555
12.1,8,2920
12.1,8,2920
7.89,4,1460
95.1,1,365
44.67,0.164383562,60
44.67,0.164383562,60
7.07,0.821917808,300
7.03,0.575342466,210
0.74,2,730
6.82,0.082191781,30
3.9,0.082191781,30
4,0.082191781,30
0.01,2,730
0.23,1,365
4.48,0.246575342,90
4.49,0.246575342,90
6.4,0.246575342,90
6.4,0.246575342,90
11.37,3,1095
7.07,2,730
11.26,2,730
5.32,0.164383562,60
7.31,0.164383562,60
14.31,0.164383562,60
0.92,1,365
21.25,0.328767123,120
11.04,6,2190
37.31,7,2555
7.24,0.410958904,150
0.15,0.057534247,21
0.15,0.057534247,21
0.9,0.328767123,120
11.98,2,730
25.22,2,730
10.26,3,1095
0.12,0.575342466,210
2.23,0.904109589,330
12.01,1,365
5.21,1,365
1.05,7,2555
1.83,4,1460
0.96,4,1460
2.05,1,365
7,0.575342466,210
1.22,0.410958904,150
6.16,0.575342466,210
80.92,1,365
0.14,1,365
0.83,0.410958904,150
0.81,0.493150685,180
7,1,365
26.92,0.246575342,90
13.98,0.164383562,60
15.98,0.164383562,60
62.92,0.246575342,90
0.07,7,2555
15.07,3,1095
10.89,0.328767123,120
1.07,0.082191781,30
1.07,0.082191781,30
0.7,1,365
17.95,0.164383562,60
17.81,0.164383562,60
19.83,0.164383562,60
0.69,2,730
26.78,3,1095
13.08,4,1460
163,7,2555
1.05,2,730
8.84,5,1825
8.14,5,1825
15.04,0.493150685,180
0.75,0.005479452,2
4.71,3,1095
25.93,0.164383562,60
2.95,0.328767123,120
14.94,0.082191781,30
14.96,0.082191781,30
23.92,0.164383562,60
0.52,0.493150685,180
0.52,0.493150685,180
2.25,1,365
4.08,1,365
11.91,1,365
4.17,0.904109589,330
2.74,0.904109589,330
7.32,0.821917808,300
10.26,1,365
0.15,0.082191781,30
7.32,10,3650
12.05,1,365
13.11,0.657534247,240
5.28,0.082191781,30
4.15,0.328767123,120
6.13,2,730
5.23,0.904109589,330
13.06,0.904109589,330
8.06,0.821917808,300
13.79,2,730
45.64,0.164383562,60
0.1,6,2190
22.94,1,365
0.08,0.493150685,180
9.78,2,730
9.78,2,730
1.72,5,1825
1.01,3,1095
0.6,0.410958904,150
0.02,0.082191781,30
9.74,3,1095
0.59,0.657534247,240
0.59,0.657534247,240
0.39,0.493150685,180
13.32,0.164383562,60
5.16,1,365
0.05,1,365
5.98,2,730
38.3,0.164383562,60
0.89,1,365
0.22,3,1095
11.05,2,730
5.11,1,365
7.17,0.164383562,60
2,12,4380
67.08,2,730
4.98,6,2190
7.9,1,365
5.19,0.410958904,150
8.16,3,1095
0.76,0.575342466,210
0.97,3,1095
7.12,1,365
0.69,2,730
0.89,0.019178082,7
0.89,0.019178082,7
0.89,0.019178082,7
85.87,9,3285
0.84,3,1095
0.24,5,1825
5.99,4,1460
0.19,4,1460
34.85,3,1095
0.68,1,365
0.61,1,365
0.73,6,2190
5.7,8,2920
2.96,2,730
5.02,2,730
4.01,1,365
32.93,1,365
19.62,1,365
0.68,2,730
0.45,0.493150685,180
0.92,2,730
25.83,3,1095
5.88,2,730
9.79,6,2190
4.95,2,730
3.03,2,730
23.09,2,730
5.32,0.657534247,240
11.31,2,730
8.25,3,1095
0.11,2,730
2.29,1,365
2.22,2,730
5.11,2,730
0.12,2,730
8.15,2,730
31.23,0.164383562,60
29.89,0.082191781,30
29.89,0.082191781,30
17.27,1,365
5.14,1,365
7.98,0.575342466,210
7.97,2,730
4,0.164383562,60
4,0.164383562,60
14.03,1,365
4.08,5,1825
0.74,2,730
0.74,2,730
94.06,6,2190
4.23,2,730
4.87,2,730
57.09,1,365
78.06,1,365
56.84,2,730
0.02,1,365
0.7,1,365
2.95,0.493150685,180
2.02,2,730
19.09,0.821917808,300
27.73,0.082191781,30
27.73,0.082191781,30
26.73,0.082191781,30
25.87,0.082191781,30
26.73,0.082191781,30
12.85,2,730
12.85,2,730
1.79,3,1095
0.55,3,1095
2.7,3,1095
7.84,1,365
5.81,0.657534247,240
0.86,6,2190
3.8,0.739726027,270
1.13,0.657534247,240
8.22,0.657534247,240
5.32,0.246575342,90
12.82,1,365
0.01,0.246575342,90
5.15,0.164383562,60
0.05,2,730
4.95,0.493150685,180
0.19,11,4015
9.25,0.246575342,90
0.93,2,730
4.09,2,730
4.3,1,365
5.19,2,730
4.28,0.164383562,60
4.28,0.164383562,60
4.26,0.164383562,60
78.21,2,730
0.27,1,365
7.24,1,365
9.27,1,365
0.97,4,1460
6.19,2,730
43.14,7,2555
18.09,5,1825
19.06,1,365
32.25,1,365
2.21,4,1460
7.11,1,365
28.89,4,1460
5.88,4,1460
0.95,11,4015
25.87,3,1095
4.81,0.493150685,180
2.73,0.657534247,240
9.86,0.410958904,150
4.06,8,2920
10.02,8,2920
3.95,1,365
8.05,8,2920
0.03,3,1095
0.03,1,365
8.16,2,730
6.95,0.821917808,300
85.37,0.493150685,180
9.23,2,730
9.23,4,1460
6.36,2,730
0.93,1,365
0.93,0.657534247,240
0.93,1,365
0.93,1,365
56.03,0.164383562,60
0.02,10,3650
0.17,1,365
0.17,0.164383562,60
0.17,0.164383562,60
0.17,0.164383562,60
0.17,0.164383562,60
0.17,0.164383562,60
0.17,0.164383562,60
6.29,0.082191781,30
0.13,0.082191781,30
6.32,0.082191781,30
30.25,1,365
28.28,0.082191781,30
28.28,0.082191781,30
15.96,1,365
14.27,0.657534247,240
36.11,14,5110
27.12,8,2920
28.21,1,365
7.04,0.904109589,330
8.19,0.164383562,60
42.07,0.164383562,60
11.21,3,1095
5.17,0.657534247,240
2.17,7,2555
5.11,0.164383562,60
5.16,0.164383562,60
9.02,0.821917808,300
3.1,9,3285
0.86,10,3650
1.77,1,365
0.72,1,365
3.11,0.164383562,60
1.78,4,1460
0.93,4,1460
0.93,4,1460
8.03,2,730
49.07,2,730
8.1,2,730
0.88,5,1825
4.81,1,365
11.82,5,1825
3.94,0.410958904,150
1.99,1,365
4.44,5,1825
1.43,0.739726027,270
0.22,0.164383562,60
61.98,0.164383562,60
57.39,0.082191781,30
3.9,0.010958904,4
5.29,1,365
7.31,2,730
15.86,16,5840
69.27,0.657534247,240
4.18,7,2555
0.8,2,730
0.8,1,365
9.05,1,365
0.76,0.493150685,180
39.93,0.164383562,60
17.06,0.246575342,90
5.05,0.657534247,240
22.01,10,3650
